Record_ID,Country,State_Region,Date,Confirmed_Cases,Deaths,Recovered,Active_Cases,Tests_Conducted,Vaccination_Rate,Hospitalization_Rate,ICU_Cases
COVID_009373,Japan,Kanagawa,2020-10-20,493.0,35.0,364.0,94.0,1957.0,71.6,4.7,0.0
COVID_016684,France,Occitanie,2022-11-12,488.0,50.0,380.0,58.0,2008.0,17.4,6.1,0.0
COVID_015958,Italy,Lombardy,2022-10-16,525.0,56.0,321.0,148.0,2025.0,10.5,8.5,1.0
COVID_006848,Australia,Western Australia,2022-09-25,522.0,44.0,384.0,94.0,1955.0,13.1,2.3,0.0
COVID_012304,South Korea,Gyeonggi,2022-09-11,507.0,66.0,318.0,123.0,1994.0,46.7,6.8,1.0
COVID_015527,UK,Northern Ireland,2021-07-23,493.0,16.0,342.0,135.0,2006.0,42.9,14.9,2.0
COVID_000516,Iran,Alborz,2020-12-27,470.0,23.0,425.0,22.0,2022.0,33.5,13.3,0.0
COVID_007481,France,Ile-de-France,2021-11-02,505.0,48.0,327.0,130.0,2032.0,80.4,13.8,2.0
COVID_017742,Australia,Queensland,2020-01-09,504.0,28.0,392.0,84.0,2007.0,75.8,6.0,1.0
COVID_011716,Russia,Moscow,2021-04-24,522.0,64.0,469.0,0.0,2035.0,73.1,19.9,0.0
COVID_012647,South Korea,Chungcheong,2020-05-24,483.0,5.0,336.0,142.0,2000.0,21.3,6.0,1.0
COVID_000216,Iran,Razavi Khorasan,2023-08-12,503.0,56.0,369.0,78.0,1981.0,,15.4,1.0
COVID_009292,South Korea,Daegu,2023-11-20,462.0,33.0,336.0,93.0,2028.0,83.8,8.3,1.0
COVID_003316,Russia,Republic of Bashkortostan,2023-04-09,546.0,59.0,480.0,7.0,2008.0,78.7,18.7,0.0
COVID_013103,Turkey,Antalya,2023-08-14,518.0,49.0,478.0,0.0,2000.0,74.0,5.3,0.0
COVID_008550,Iran,Alborz,2020-08-24,502.0,57.0,399.0,46.0,2007.0,94.5,14.1,1.0
COVID_007847,South Africa,Gauteng,2023-11-03,510.0,9.0,425.0,76.0,1970.0,83.6,12.1,1.0
COVID_016813,Mexico,Mexico City,2022-12-01,505.0,69.0,,114.0,1994.0,62.6,9.0,1.0
COVID_014993,Brazil,Sao Paulo,2021-05-05,528.0,14.0,464.0,50.0,2029.0,88.8,18.9,1.0
COVID_003551,South Korea,Chungcheong,2022-12-07,481.0,34.0,429.0,18.0,2012.0,36.2,17.2,0.0
COVID_005904,Russia,Saint Petersburg,2020-12-12,493.0,59.0,427.0,7.0,2020.0,31.0,6.5,0.0
COVID_010335,Turkey,Konya,2023-06-13,519.0,17.0,442.0,60.0,1949.0,48.3,2.6,0.0
COVID_002109,France,Nouvelle-Aquitaine,2021-05-25,490.0,27.0,413.0,50.0,2008.0,35.7,15.4,1.0
COVID_001467,India,Karnataka,2022-07-17,446.0,9.0,391.0,46.0,2055.0,33.1,7.7,0.0
COVID_013059,Brazil,Bahia,2021-09-01,507.0,57.0,443.0,7.0,1954.0,82.2,11.8,0.0
COVID_013566,Germany,Hesse,2021-05-22,492.0,35.0,314.0,143.0,2058.0,31.2,3.2,0.0
COVID_010454,UK,Wales,2021-06-09,529.0,8.0,446.0,75.0,1987.0,76.4,4.9,0.0
COVID_016269,UK,Wales,2023-06-19,471.0,8.0,410.0,53.0,1962.0,21.0,13.1,1.0
COVID_017884,Iran,Kerman,2020-06-04,512.0,47.0,316.0,149.0,2025.0,73.5,19.8,3.0
COVID_008314,South Korea,Gyeonggi,2020-03-24,528.0,48.0,388.0,92.0,1947.0,28.5,6.1,1.0
COVID_014446,Germany,Berlin,2023-01-18,541.0,21.0,462.0,58.0,1959.0,49.2,7.5,0.0
COVID_011646,Germany,Baden-Wurttemberg,2021-09-22,496.0,22.0,369.0,105.0,1945.0,73.9,11.3,1.0
COVID_013125,India,Tamil Nadu,2020-06-28,510.0,8.0,388.0,114.0,2041.0,29.5,17.7,2.0
COVID_001838,Brazil,Rio de Janeiro,2023-06-01,497.0,74.0,414.0,,2056.0,31.0,2.1,0.0
COVID_013605,Brazil,Parana,2023-10-23,512.0,70.0,404.0,38.0,2026.0,14.2,2.2,0.0
COVID_003784,China,Henan,2020-11-04,495.0,53.0,398.0,44.0,1898.0,66.4,18.1,1.0
COVID_009450,China,Guangdong,2022-03-03,505.0,66.0,321.0,,2008.0,13.4,14.5,2.0
COVID_009613,Australia,Western Australia,2021-03-15,537.0,72.0,394.0,71.0,1918.0,12.8,8.2,1.0
COVID_012723,Germany,Rhineland-Palatinate,2020-09-23,498.0,54.0,408.0,36.0,1988.0,20.9,6.4,0.0
COVID_008953,UK,England,2022-06-02,507.0,66.0,455.0,0.0,2001.0,22.3,17.8,0.0
COVID_000070,South Africa,Limpopo,2023-08-15,485.0,8.0,294.0,183.0,1934.0,68.0,14.1,3.0
COVID_013204,France,Nouvelle-Aquitaine,2023-05-01,504.0,25.0,333.0,146.0,1967.0,61.4,9.3,1.0
COVID_004217,China,Jiangsu,2023-06-26,513.0,66.0,422.0,25.0,2056.0,94.8,18.0,0.0
COVID_013331,Brazil,Bahia,2023-07-21,498.0,19.0,346.0,133.0,1998.0,52.5,14.3,2.0
COVID_010642,India,Gujarat,2023-05-10,528.0,72.0,435.0,21.0,1981.0,13.4,5.4,0.0
COVID_016240,Brazil,Sao Paulo,2023-09-26,528.0,10.0,422.0,96.0,2001.0,76.2,9.6,1.0
COVID_015438,Italy,Piedmont,2021-05-04,487.0,28.0,454.0,5.0,2045.0,14.9,4.6,0.0
COVID_012040,Germany,Hesse,2020-04-10,477.0,65.0,413.0,0.0,1949.0,67.1,3.5,0.0
COVID_013538,Italy,Tuscany,2023-04-06,491.0,56.0,377.0,58.0,2093.0,62.3,18.4,1.0
COVID_001315,USA,North Carolina,2021-06-21,500.0,70.0,454.0,0.0,1930.0,68.2,4.9,0.0
COVID_008660,South Africa,Limpopo,2022-06-07,499.0,69.0,351.0,79.0,2028.0,56.0,12.7,1.0
COVID_002486,China,Hubei,2022-01-10,462.0,33.0,327.0,102.0,2035.0,70.7,2.3,0.0
COVID_005791,India,Tamil Nadu,2021-10-19,505.0,39.0,356.0,110.0,2056.0,12.2,19.3,2.0
COVID_005491,Japan,Kyoto,2020-05-24,502.0,28.0,425.0,49.0,1966.0,61.3,4.1,0.0
COVID_001240,Brazil,Rio de Janeiro,2022-10-08,487.0,42.0,459.0,0.0,1985.0,51.0,9.0,0.0
COVID_002939,Iran,Isfahan,2021-01-27,514.0,6.0,384.0,124.0,2024.0,38.6,3.9,0.0
COVID_003846,Russia,Republic of Tatarstan,2022-08-22,487.0,18.0,400.0,69.0,2007.0,81.9,4.0,0.0
COVID_002655,Japan,Hokkaido,2021-11-03,501.0,49.0,340.0,112.0,1970.0,31.9,13.8,2.0
COVID_005724,Iran,East Azerbaijan,2022-06-02,533.0,28.0,481.0,24.0,1922.0,58.3,14.6,0.0
COVID_011390,Mexico,Mexico City,2020-02-03,482.0,36.0,335.0,111.0,1877.0,22.5,13.9,2.0
COVID_001109,Brazil,Pernambuco,2021-12-05,507.0,46.0,464.0,0.0,,78.4,14.0,0.0
COVID_004286,Brazil,Goias,2020-08-07,501.0,64.0,460.0,0.0,2052.0,15.3,8.4,0.0
COVID_014450,South Korea,Gangwon,2022-02-28,510.0,,350.0,124.0,1989.0,82.7,13.6,2.0
COVID_015051,Brazil,Parana,2021-11-18,486.0,40.0,404.0,42.0,2060.0,35.3,13.0,1.0
COVID_011125,France,Auvergne-Rhone-Alpes,2021-02-15,476.0,67.0,,63.0,2046.0,85.0,10.1,1.0
COVID_012729,Italy,Lazio,2022-02-16,502.0,62.0,311.0,129.0,1988.0,12.6,8.8,1.0
COVID_002101,Iran,Golestan,2022-05-17,,30.0,411.0,38.0,1986.0,61.6,4.6,0.0
COVID_001222,Spain,Madrid,2021-11-14,527.0,60.0,438.0,29.0,2004.0,25.4,17.3,
COVID_004329,Canada,New Brunswick,2022-04-26,488.0,35.0,379.0,74.0,2018.0,75.4,8.5,1.0
COVID_017975,China,Guangdong,2021-09-27,509.0,6.0,359.0,144.0,2061.0,66.7,4.9,1.0
COVID_010079,Brazil,Pernambuco,2023-03-20,497.0,67.0,388.0,42.0,2005.0,18.3,3.5,0.0
COVID_007766,Russia,Sverdlovsk Oblast,2021-09-13,519.0,52.0,469.0,0.0,1991.0,31.8,8.7,0.0
COVID_008818,Russia,Chelyabinsk Oblast,2023-02-16,510.0,36.0,356.0,118.0,1994.0,82.3,3.0,
COVID_017797,Italy,Piedmont,2020-10-02,498.0,49.0,456.0,0.0,2095.0,68.9,11.6,0.0
COVID_016014,Russia,Novosibirsk Oblast,2022-11-14,530.0,76.0,394.0,60.0,1944.0,49.7,15.7,1.0
COVID_000802,UK,Wales,2021-01-28,464.0,64.0,440.0,0.0,2012.0,63.2,11.8,0.0
COVID_014597,South Africa,Mpumalanga,2021-10-04,530.0,10.0,420.0,100.0,1939.0,16.6,3.9,0.0
COVID_011395,France,Normandy,2020-12-04,496.0,44.0,405.0,,2039.0,75.0,2.3,0.0
COVID_017892,Germany,Baden-Wurttemberg,2022-02-13,494.0,22.0,339.0,133.0,2026.0,72.9,2.3,0.0
COVID_008646,Australia,New South Wales,2022-09-21,501.0,48.0,313.0,140.0,2028.0,37.4,7.2,
COVID_013835,Turkey,Mersin,2021-09-14,524.0,71.0,431.0,22.0,2016.0,46.6,3.6,0.0
COVID_004677,Japan,Saitama,2021-01-20,519.0,35.0,472.0,12.0,1998.0,59.6,5.0,0.0
COVID_001250,USA,New York,2023-08-25,515.0,40.0,399.0,76.0,1968.0,22.8,17.6,1.0
COVID_000712,Turkey,Antalya,2023-05-07,506.0,27.0,346.0,133.0,2033.0,39.2,3.5,0.0
COVID_005248,Germany,Baden-Wurttemberg,2023-05-10,501.0,69.0,312.0,120.0,1970.0,37.2,15.5,2.0
COVID_007238,Mexico,Sonora,2023-05-17,504.0,60.0,422.0,22.0,2060.0,67.3,2.2,0.0
COVID_010185,South Africa,Mpumalanga,2022-03-14,490.0,24.0,331.0,135.0,1964.0,93.3,13.4,2.0
COVID_001286,Spain,Castilla-La Mancha,2023-11-12,512.0,66.0,474.0,0.0,2003.0,67.2,8.6,0.0
COVID_000695,UK,Wales,2022-11-01,504.0,45.0,468.0,0.0,1982.0,24.6,3.4,0.0
COVID_017603,Germany,Lower Saxony,2021-09-26,482.0,64.0,314.0,104.0,1999.0,31.2,12.0,1.0
COVID_015140,France,Grand Est,2020-04-19,532.0,29.0,466.0,37.0,2008.0,59.7,6.9,0.0
COVID_013952,Iran,Kerman,2021-02-06,482.0,54.0,377.0,51.0,1967.0,21.4,13.8,1.0
COVID_007595,Germany,Hamburg,2021-01-23,490.0,24.0,443.0,23.0,2028.0,30.4,4.4,0.0
COVID_005072,USA,New York,2021-11-06,496.0,45.0,413.0,38.0,2026.0,72.8,18.4,1.0
COVID_016578,Mexico,Mexico City,2022-10-07,507.0,53.0,440.0,14.0,2018.0,89.6,15.5,0.0
COVID_000236,South Korea,Gwangju,2020-02-21,501.0,28.0,344.0,129.0,2018.0,91.7,20.0,3.0
COVID_005108,USA,Georgia,2023-10-18,516.0,5.0,456.0,55.0,1946.0,13.6,9.7,1.0
COVID_015070,Mexico,Veracruz,2022-01-14,507.0,49.0,478.0,0.0,1987.0,66.0,13.0,0.0
COVID_012512,Australia,Northern Territory,2023-11-22,505.0,8.0,304.0,193.0,1987.0,94.5,3.8,1.0
COVID_013596,South Korea,Seoul,2021-05-03,532.0,76.0,396.0,60.0,1933.0,90.9,7.6,0.0
COVID_008111,Iran,Mazandaran,2020-05-25,485.0,69.0,371.0,45.0,2000.0,76.5,14.6,1.0
COVID_013441,Italy,Veneto,2023-10-25,505.0,20.0,468.0,17.0,1999.0,22.6,12.5,0.0
COVID_000397,Germany,Saxony,2021-02-12,524.0,59.0,452.0,13.0,2024.0,52.6,13.6,0.0
COVID_008569,Australia,Victoria,2022-01-05,511.0,74.0,405.0,32.0,2050.0,75.5,10.7,0.0
COVID_009066,France,Normandy,2022-10-14,502.0,53.0,359.0,90.0,1951.0,28.1,11.7,1.0
COVID_007469,China,Hubei,2020-04-27,456.0,20.0,321.0,115.0,1980.0,66.9,15.4,2.0
COVID_015914,South Africa,Eastern Cape,2020-10-24,508.0,22.0,328.0,158.0,2011.0,42.8,6.9,1.0
COVID_006692,Italy,Tuscany,2022-07-23,501.0,53.0,305.0,143.0,1995.0,77.2,15.5,2.0
COVID_016499,Japan,Hyogo,2020-07-02,524.0,18.0,354.0,152.0,2005.0,91.4,9.7,1.0
COVID_004997,India,Rajasthan,2023-10-21,496.0,29.0,470.0,0.0,2060.0,72.3,,0.0
COVID_004204,Canada,New Brunswick,2021-07-02,497.0,72.0,451.0,0.0,1995.0,40.5,15.6,0.0
COVID_005814,South Korea,Chungcheong,2023-03-25,516.0,23.0,338.0,155.0,2016.0,75.4,10.1,2.0
COVID_003659,Iran,Golestan,2021-05-08,485.0,28.0,422.0,35.0,1993.0,93.9,6.3,0.0
COVID_014192,Italy,Apulia,2021-04-06,490.0,52.0,322.0,116.0,1874.0,80.7,9.6,
COVID_002424,Australia,South Australia,2022-11-04,482.0,31.0,323.0,128.0,1955.0,,18.9,2.0
COVID_004747,France,Ile-de-France,2023-11-04,498.0,13.0,385.0,100.0,1945.0,87.0,18.1,2.0
COVID_008630,Turkey,Konya,2021-01-15,503.0,17.0,438.0,48.0,1973.0,84.9,17.9,1.0
COVID_008021,South Korea,Chungcheong,2021-01-13,541.0,64.0,359.0,118.0,2043.0,62.9,13.9,2.0
COVID_002581,Japan,Tokyo,2020-06-17,533.0,68.0,401.0,64.0,2076.0,48.8,19.2,1.0
COVID_002872,Mexico,Mexico City,2020-07-04,497.0,22.0,452.0,23.0,1997.0,48.3,2.2,0.0
COVID_014394,Brazil,Goias,2021-02-01,505.0,35.0,319.0,151.0,2014.0,71.4,15.2,2.0
COVID_017824,Germany,Berlin,2020-12-06,494.0,6.0,425.0,63.0,1970.0,64.7,13.7,1.0
COVID_007163,Turkey,Ankara,2021-08-13,483.0,72.0,360.0,51.0,1993.0,33.4,7.0,0.0
COVID_002016,Italy,Sicily,2022-06-05,557.0,29.0,478.0,50.0,2068.0,52.1,14.1,1.0
COVID_016338,Australia,New South Wales,2021-01-27,510.0,35.0,452.0,23.0,2036.0,22.4,5.8,0.0
COVID_006347,Iran,Mazandaran,2023-04-10,,73.0,495.0,0.0,1942.0,73.0,14.5,0.0
COVID_011559,India,Gujarat,2021-02-13,511.0,21.0,342.0,148.0,1923.0,16.6,8.5,1.0
COVID_007182,Spain,Madrid,2020-06-24,499.0,45.0,338.0,116.0,1963.0,,4.1,0.0
COVID_014913,USA,Georgia,2021-05-24,504.0,57.0,407.0,40.0,1962.0,48.8,4.8,0.0
COVID_009823,Japan,Chiba,2021-08-05,466.0,25.0,415.0,26.0,2038.0,86.8,19.3,1.0
COVID_008413,Japan,Saitama,2021-08-04,498.0,43.0,393.0,62.0,2010.0,29.9,13.9,1.0
COVID_006507,Brazil,Ceara,2022-03-07,494.0,23.0,467.0,4.0,1967.0,63.7,10.5,0.0
COVID_000924,Japan,Kyoto,2020-05-13,478.0,18.0,452.0,8.0,2002.0,92.8,14.2,0.0
COVID_002646,UK,Wales,2023-11-20,505.0,12.0,356.0,137.0,1990.0,55.0,13.2,2.0
COVID_005340,UK,England,2022-12-10,483.0,51.0,312.0,120.0,2003.0,22.9,6.3,1.0
COVID_016559,Iran,Razavi Khorasan,2020-04-21,479.0,11.0,329.0,139.0,1990.0,52.0,16.5,2.0
COVID_005450,USA,Michigan,2023-07-03,523.0,75.0,388.0,60.0,1960.0,44.3,11.9,1.0
COVID_016679,Canada,Alberta,2021-07-18,504.0,10.0,412.0,82.0,2013.0,20.9,7.1,1.0
COVID_007068,Canada,British Columbia,2020-08-01,500.0,73.0,343.0,84.0,1984.0,35.9,15.0,1.0
COVID_007722,Australia,Western Australia,2022-09-26,466.0,58.0,425.0,0.0,2049.0,,3.8,0.0
COVID_000478,Italy,Campania,2022-07-06,464.0,56.0,287.0,121.0,1991.0,71.0,11.9,1.0
COVID_002023,USA,California,2020-08-13,496.0,56.0,363.0,77.0,2002.0,67.9,2.1,0.0
COVID_010317,France,Pays de la Loire,2021-10-04,496.0,37.0,298.0,161.0,2000.0,55.3,13.4,2.0
COVID_012238,Australia,Tasmania,2022-03-07,505.0,35.0,432.0,38.0,1912.0,21.4,6.6,0.0
COVID_011862,Mexico,Sonora,2021-04-07,506.0,9.0,345.0,152.0,2083.0,31.1,19.6,3.0
COVID_011432,India,Rajasthan,2020-04-09,499.0,20.0,425.0,54.0,1998.0,26.6,17.6,1.0
COVID_012297,Turkey,Gaziantep,2022-10-26,461.0,22.0,300.0,139.0,2006.0,21.2,13.4,2.0
COVID_006716,France,Pays de la Loire,2020-03-21,513.0,13.0,436.0,64.0,1969.0,12.4,18.5,1.0
COVID_013055,Iran,Fars,2021-04-11,495.0,30.0,,52.0,2023.0,21.9,3.9,0.0
COVID_013440,South Africa,Gauteng,2020-10-01,501.0,37.0,393.0,71.0,1967.0,16.8,8.6,1.0
COVID_000366,India,Rajasthan,2020-12-03,487.0,49.0,382.0,56.0,1989.0,83.9,7.4,0.0
COVID_011880,China,Chongqing,2021-02-07,481.0,13.0,453.0,15.0,1979.0,45.6,4.1,0.0
COVID_014918,Brazil,Ceara,2021-07-06,518.0,74.0,359.0,85.0,2061.0,75.3,16.4,1.0
COVID_003894,Brazil,Sao Paulo,2023-02-07,468.0,62.0,406.0,0.0,2008.0,61.2,16.5,0.0
COVID_004394,Turkey,Antalya,2023-01-06,491.0,8.0,352.0,131.0,2006.0,93.6,2.9,0.0
COVID_016114,Canada,Prince Edward Island,2022-07-16,497.0,53.0,443.0,1.0,2049.0,72.8,8.5,0.0
COVID_002327,Australia,South Australia,2021-01-09,504.0,54.0,433.0,17.0,1960.0,24.4,19.5,0.0
COVID_001190,Spain,Madrid,2020-08-27,493.0,42.0,369.0,82.0,2031.0,31.5,12.6,1.0
COVID_004234,Mexico,Puebla,2023-03-04,484.0,62.0,459.0,0.0,1973.0,53.1,6.4,0.0
COVID_012115,Mexico,Baja California,2020-07-22,462.0,8.0,416.0,38.0,,56.3,17.7,1.0
COVID_009622,Spain,Murcia,2021-01-15,498.0,11.0,352.0,135.0,1969.0,31.9,13.8,2.0
COVID_011143,Japan,Chiba,2021-02-11,505.0,65.0,464.0,,2089.0,24.9,11.2,0.0
COVID_003668,South Korea,Gwangju,2020-01-20,509.0,68.0,354.0,87.0,1996.0,39.2,2.9,0.0
COVID_015125,South Africa,Free State,2023-05-25,489.0,70.0,447.0,0.0,1947.0,18.7,8.0,0.0
COVID_016120,Canada,Newfoundland and Labrador,2021-02-20,523.0,61.0,452.0,10.0,2051.0,71.5,11.2,0.0
COVID_003852,Germany,Baden-Wurttemberg,2022-02-09,503.0,72.0,327.0,104.0,1991.0,79.8,17.2,2.0
COVID_003750,France,Provence-Alpes-Cote d'Azur,2020-11-28,478.0,21.0,361.0,96.0,2025.0,81.2,2.4,
COVID_013629,Iran,Gilan,2022-02-26,478.0,46.0,366.0,66.0,1949.0,36.4,6.7,0.0
COVID_001793,Russia,Krasnodar Krai,2022-06-14,494.0,6.0,370.0,118.0,1946.0,44.8,13.4,2.0
COVID_009143,Italy,Lombardy,2020-07-13,524.0,35.0,402.0,87.0,1978.0,54.0,3.0,0.0
COVID_003207,China,Hubei,2020-11-05,496.0,58.0,335.0,103.0,2029.0,80.7,16.0,2.0
COVID_014842,Russia,Saint Petersburg,2021-12-27,514.0,23.0,407.0,84.0,2037.0,76.3,5.6,0.0
COVID_016751,UK,Scotland,2021-03-15,547.0,32.0,358.0,157.0,2024.0,31.5,6.5,1.0
COVID_006786,Germany,Baden-Wurttemberg,2021-04-25,506.0,6.0,425.0,75.0,2051.0,79.7,9.9,1.0
COVID_010263,South Korea,Daejeon,2020-02-28,492.0,59.0,432.0,1.0,1979.0,64.1,19.5,0.0
COVID_008752,South Korea,Gyeonggi,2020-08-09,,41.0,445.0,0.0,2009.0,49.0,5.1,0.0
COVID_015761,Iran,Razavi Khorasan,2023-04-19,479.0,14.0,416.0,49.0,1996.0,42.9,14.4,1.0
COVID_017410,Russia,Saint Petersburg,2020-07-13,524.0,15.0,315.0,194.0,1988.0,38.3,14.8,3.0
COVID_013514,Germany,Saxony,2023-10-28,486.0,49.0,311.0,126.0,2029.0,87.8,5.7,1.0
COVID_000315,China,Henan,2023-04-05,506.0,9.0,461.0,36.0,2057.0,45.2,15.1,1.0
COVID_004992,USA,Ohio,2022-01-28,519.0,45.0,324.0,150.0,2005.0,42.7,19.1,3.0
COVID_008734,Iran,Kerman,2022-06-12,516.0,70.0,379.0,67.0,2034.0,56.7,18.6,1.0
COVID_010226,South Africa,Eastern Cape,2021-03-22,507.0,45.0,335.0,127.0,1946.0,82.1,9.0,1.0
COVID_002742,UK,Scotland,2022-03-21,492.0,52.0,343.0,97.0,2046.0,72.1,19.2,2.0
COVID_009565,Japan,Osaka,2020-04-16,483.0,36.0,417.0,30.0,1869.0,75.6,13.0,0.0
COVID_005832,USA,Ohio,2023-08-06,516.0,37.0,340.0,139.0,1965.0,25.6,3.5,0.0
COVID_013296,Russia,Krasnodar Krai,2022-07-18,525.0,73.0,379.0,73.0,1922.0,58.0,14.5,1.0
COVID_000059,Mexico,Guanajuato,2023-03-21,504.0,48.0,411.0,45.0,1964.0,44.9,19.6,1.0
COVID_001844,China,Jiangxi,2020-10-22,538.0,47.0,397.0,94.0,2094.0,46.6,13.4,1.0
COVID_017099,South Africa,Western Cape,2023-08-21,500.0,8.0,459.0,33.0,1969.0,47.7,14.6,0.0
COVID_004898,China,Guangdong,2020-02-20,475.0,62.0,379.0,34.0,1959.0,31.2,17.3,1.0
COVID_012222,Brazil,Pernambuco,2020-02-10,477.0,67.0,299.0,111.0,2012.0,63.9,5.8,1.0
COVID_009696,Germany,Saxony,2021-04-02,502.0,49.0,407.0,46.0,2026.0,33.0,14.7,1.0
COVID_016154,Mexico,Guanajuato,2023-12-24,539.0,23.0,367.0,149.0,2011.0,89.2,2.6,0.0
COVID_007467,South Africa,Mpumalanga,2023-09-28,515.0,46.0,426.0,43.0,1974.0,35.3,9.4,0.0
COVID_008981,South Korea,Gangwon,2023-09-04,484.0,64.0,384.0,36.0,2067.0,11.9,6.2,0.0
COVID_000014,Japan,Osaka,2023-08-23,503.0,40.0,476.0,0.0,1943.0,54.6,12.8,0.0
COVID_014660,Australia,New South Wales,2023-10-25,513.0,20.0,485.0,8.0,1985.0,34.3,3.3,0.0
COVID_007876,India,Uttar Pradesh,2020-08-23,477.0,9.0,366.0,102.0,1938.0,12.2,17.5,2.0
COVID_005205,Iran,Mazandaran,2020-11-05,489.0,34.0,433.0,22.0,,20.6,8.4,0.0
COVID_003162,Turkey,Antalya,2023-07-03,482.0,46.0,441.0,0.0,2049.0,27.4,18.8,0.0
COVID_017706,India,Tamil Nadu,2020-12-12,497.0,61.0,402.0,34.0,1951.0,34.1,12.7,0.0
COVID_017120,Turkey,Izmir,2020-04-20,515.0,14.0,420.0,81.0,1977.0,35.2,4.6,0.0
COVID_006902,Russia,Rostov Oblast,2022-12-04,547.0,31.0,335.0,181.0,1978.0,60.4,16.2,3.0
COVID_004951,Mexico,Guanajuato,2021-09-10,486.0,33.0,437.0,16.0,1975.0,16.0,6.5,0.0
COVID_015763,Brazil,Rio de Janeiro,2022-01-08,541.0,21.0,402.0,118.0,1968.0,63.0,3.2,0.0
COVID_013419,Germany,Hesse,2023-09-10,481.0,69.0,377.0,35.0,1965.0,92.1,2.6,0.0
COVID_016755,Russia,Novosibirsk Oblast,2022-08-09,511.0,57.0,409.0,45.0,1968.0,64.5,8.5,0.0
COVID_012108,Turkey,Ankara,2022-11-17,517.0,55.0,485.0,0.0,2018.0,84.6,17.2,0.0
COVID_001849,Turkey,Mersin,2020-07-20,508.0,50.0,463.0,0.0,1994.0,28.0,7.5,0.0
COVID_010561,South Korea,Incheon,2020-02-14,516.0,50.0,340.0,126.0,1966.0,11.5,15.0,2.0
COVID_007586,Brazil,Pernambuco,2021-03-06,483.0,15.0,445.0,23.0,1999.0,83.2,16.1,0.0
COVID_011540,UK,Scotland,2020-07-11,517.0,58.0,339.0,120.0,2006.0,20.5,14.9,2.0
COVID_003401,India,Delhi,2023-06-14,538.0,28.0,332.0,178.0,2066.0,62.6,15.5,3.0
COVID_005277,UK,Northern Ireland,2023-12-22,494.0,65.0,464.0,0.0,2003.0,39.8,16.7,0.0
COVID_009448,Turkey,Bursa,2022-05-11,537.0,40.0,398.0,99.0,2142.0,90.6,15.1,1.0
COVID_008355,Brazil,Rio Grande do Sul,2021-04-22,451.0,29.0,316.0,106.0,2022.0,37.2,6.4,1.0
COVID_006764,Japan,Hokkaido,2022-09-11,531.0,38.0,381.0,112.0,1977.0,84.4,7.8,1.0
COVID_008993,Mexico,State of Mexico,2021-11-21,474.0,42.0,338.0,94.0,1997.0,49.5,5.7,
COVID_016579,Turkey,Bursa,2023-02-25,537.0,38.0,441.0,58.0,2048.0,35.6,8.1,0.0
COVID_002088,Germany,Schleswig-Holstein,2020-03-07,517.0,7.0,406.0,104.0,1982.0,10.5,11.5,1.0
COVID_016354,Canada,Nova Scotia,2023-12-17,523.0,36.0,492.0,0.0,1993.0,25.1,17.1,0.0
COVID_006280,Japan,Aichi,2021-12-15,473.0,57.0,369.0,47.0,1955.0,19.6,15.8,1.0
COVID_001402,Germany,Baden-Wurttemberg,2022-02-20,500.0,71.0,,33.0,1953.0,52.0,12.3,0.0
COVID_010900,Brazil,Parana,2021-12-17,450.0,50.0,388.0,12.0,1956.0,85.1,19.7,0.0
COVID_017447,Turkey,Izmir,2020-08-18,495.0,41.0,425.0,29.0,2048.0,71.0,15.6,0.0
COVID_001076,Mexico,Puebla,2021-06-06,506.0,55.0,375.0,76.0,2010.0,16.3,7.4,1.0
COVID_004634,Canada,Saskatchewan,2022-07-08,464.0,15.0,326.0,123.0,2040.0,21.8,15.2,2.0
COVID_010023,Russia,Rostov Oblast,2021-04-06,497.0,25.0,468.0,4.0,2012.0,88.2,14.2,0.0
COVID_011640,Spain,Galicia,2023-11-03,497.0,16.0,309.0,172.0,2033.0,14.2,,0.0
COVID_012454,Iran,Fars,2020-12-06,540.0,70.0,367.0,103.0,1971.0,42.5,,2.0
COVID_015357,Turkey,Bursa,2021-06-01,538.0,63.0,366.0,109.0,1964.0,60.2,5.6,1.0
COVID_010683,Spain,Valencia,2020-04-15,458.0,58.0,428.0,0.0,1962.0,66.7,13.5,0.0
COVID_008036,China,Hubei,2023-07-23,482.0,49.0,402.0,31.0,1989.0,50.8,15.4,0.0
COVID_011722,Turkey,Konya,2021-07-26,475.0,54.0,381.0,40.0,2061.0,17.6,10.9,0.0
COVID_012616,Turkey,Gaziantep,2021-08-27,492.0,,439.0,9.0,1970.0,55.6,12.6,0.0
COVID_000369,India,Kerala,2020-01-22,468.0,9.0,363.0,96.0,2020.0,60.2,6.9,1.0
COVID_008187,South Korea,Chungcheong,2020-11-19,480.0,11.0,312.0,157.0,1981.0,40.4,12.3,2.0
COVID_011086,South Korea,Gangwon,2023-05-06,507.0,12.0,401.0,94.0,2064.0,42.6,15.1,1.0
COVID_003839,South Africa,Eastern Cape,2023-01-27,485.0,51.0,302.0,132.0,1957.0,45.0,3.9,1.0
COVID_009462,Australia,Queensland,2021-05-20,530.0,29.0,428.0,73.0,2034.0,25.4,15.0,1.0
COVID_001671,Iran,Golestan,2021-07-18,506.0,42.0,366.0,98.0,1970.0,25.5,6.0,1.0
COVID_005616,South Africa,Gauteng,2023-03-15,469.0,16.0,347.0,106.0,1953.0,70.9,2.2,0.0
